id,state,union_territory,district,city,category,subcategory,place_name,description,history,year_established,unesco_status,asi_protected,latitude,longitude,altitude,address,pincode,opening_days,opening_time,closing_time,entry_fee_indian,entry_fee_foreigner,student_discount,senior_citizen_discount,parking_available,wheelchair_accessible,guided_tours,audio_guide,photography_allowed,videography_allowed,best_time_to_visit,average_visit_duration,nearest_airport,nearest_railway_station,nearest_bus_station,official_website,contact_number,email,rating,number_of_reviews,main_image_url,gallery_image_1,gallery_image_2,gallery_image_3,gallery_image_4,gallery_image_5,status,created_at,updated_at
24,Gujarat,No,Kevadia,Kevadia,Memorials,Modern Monument,Statue of Unity,"Statue of Unity is a modern monument located in Gujarat, categorized under Memorials. World's tallest statue, depicting Sardar Vallabhbhai Patel, standing 182 metres tall. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","World's tallest statue, depicting Sardar Vallabhbhai Patel, standing 182 metres tall. The site dates to 2018, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",2018,No,No,21.838,73.7191,NULL,"Statue of Unity, Kevadia, Kevadia, Gujarat, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.7,4152,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
25,Gujarat,No,Junagadh,Junagadh,Archaeological Sites,Rock Edict,Girnar Hill & Ashokan Edicts,"Girnar Hill & Ashokan Edicts is a rock edict located in Gujarat, categorized under Archaeological Sites. Site of Emperor Ashoka's rock edicts and an important Jain and Hindu pilgrimage hill. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Site of Emperor Ashoka's rock edicts and an important Jain and Hindu pilgrimage hill. The site dates to 3rd century BCE, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",3rd century BCE,No,Yes,21.5222,70.497,NULL,"Girnar Hill & Ashokan Edicts, Junagadh, Junagadh, Gujarat, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,11018,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
26,Haryana,No,Kurukshetra,Kurukshetra,Lakes,Sacred Tank,Brahma Sarovar,"Brahma Sarovar is a sacred tank located in Haryana, categorized under Lakes. Sacred water tank associated with the Mahabharata epic and the Kurukshetra War. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Sacred water tank associated with the Mahabharata epic and the Kurukshetra War. The site dates to Ancient, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",Ancient,No,No,29.9695,76.8342,NULL,"Brahma Sarovar, Kurukshetra, Kurukshetra, Haryana, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Limited,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,5767,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
27,Haryana,No,Panipat,Panipat,Memorials,War Memorial,Panipat War Memorial,"Panipat War Memorial is a war memorial located in Haryana, categorized under Memorials. Memorial commemorating the three historic Battles of Panipat. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Memorial commemorating the three historic Battles of Panipat. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,29.3909,76.9635,NULL,"Panipat War Memorial, Panipat, Panipat, Haryana, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.1,7389,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
28,Haryana,No,Faridabad,Surajkund,Handicraft Villages,Craft Fair Site,Surajkund,"Surajkund is a craft fair site located in Haryana, categorized under Handicraft Villages. Ancient reservoir site, now famous for the annual Surajkund International Crafts Mela. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Ancient reservoir site, now famous for the annual Surajkund International Crafts Mela. The site dates to 10th century, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",10th century,No,Yes,28.29,77.29,NULL,"Surajkund, Surajkund, Faridabad, Haryana, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,803,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
29,Himachal Pradesh,No,Kangra,Dharamshala,Buddhist Sites,Monastery Town,McLeod Ganj,"McLeod Ganj is a monastery town located in Himachal Pradesh, categorized under Buddhist Sites. Seat of the Dalai Lama and Tibetan government-in-exile, known as 'Little Lhasa'. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Seat of the Dalai Lama and Tibetan government-in-exile, known as 'Little Lhasa'. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,32.2432,76.3226,NULL,"McLeod Ganj, Dharamshala, Kangra, Himachal Pradesh, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.7,4028,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
30,Himachal Pradesh,No,Shimla,Shimla,Hill Stations,Colonial Heritage,"The Ridge & Mall Road, Shimla","The Ridge & Mall Road, Shimla is a colonial heritage located in Himachal Pradesh, categorized under Hill Stations. Colonial-era summer capital of British India with Victorian architecture. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Colonial-era summer capital of British India with Victorian architecture. The site dates to 19th century, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",19th century,No,No,31.1048,77.1734,NULL,"The Ridge & Mall Road, Shimla, Shimla, Shimla, Himachal Pradesh, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,11639,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
31,Himachal Pradesh,No,Kullu,Manali,Temples,Wooden Temple,Hidimba Devi Temple,"Hidimba Devi Temple is a wooden temple located in Himachal Pradesh, categorized under Temples. Ancient cave temple with a distinctive wooden pagoda-style tower dedicated to Hidimba. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Ancient cave temple with a distinctive wooden pagoda-style tower dedicated to Hidimba. The site dates to 1553, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1553,No,Yes,32.2481,77.1892,NULL,"Hidimba Devi Temple, Manali, Kullu, Himachal Pradesh, India",NULL,Daily,05:00,21:00,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.2,10963,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
32,Himachal Pradesh,No,Kinnaur,Kalpa,Hill Stations,Scenic Village,Kalpa,"Kalpa is a scenic village located in Himachal Pradesh, categorized under Hill Stations. Village offering close views of the Kinner Kailash range, once the district headquarters. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Village offering close views of the Kinner Kailash range, once the district headquarters. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,31.5399,78.2583,NULL,"Kalpa, Kalpa, Kinnaur, Himachal Pradesh, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.1,4429,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
33,Jharkhand,No,Ranchi,Ranchi,Waterfalls,Natural Falls,Hundru Falls,"Hundru Falls is a natural falls located in Jharkhand, categorized under Waterfalls. One of Jharkhand's highest waterfalls, formed by the Subarnarekha River. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","One of Jharkhand's highest waterfalls, formed by the Subarnarekha River. The site dates to N/A, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",N/A,No,No,23.43,85.66,NULL,"Hundru Falls, Ranchi, Ranchi, Jharkhand, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Limited,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.1,9596,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
34,Jharkhand,No,Giridih,Parasnath,Jain Temples,Pilgrimage Hill,Shikharji (Parasnath Hill),"Shikharji (Parasnath Hill) is a pilgrimage hill located in Jharkhand, categorized under Jain Temples. Holiest Jain pilgrimage site, where 20 of the 24 Tirthankaras are believed to have attained moksha. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Holiest Jain pilgrimage site, where 20 of the 24 Tirthankaras are believed to have attained moksha. The site dates to Ancient, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",Ancient,No,No,23.964,86.139,NULL,"Shikharji (Parasnath Hill), Parasnath, Giridih, Jharkhand, India",NULL,Daily,05:00,21:00,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.8,5559,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
35,Jharkhand,No,West Singhbhum,Chaibasa,National Parks,Wildlife Sanctuary,Dalma Wildlife Sanctuary,"Dalma Wildlife Sanctuary is a wildlife sanctuary located in Jharkhand, categorized under National Parks. Sanctuary known for its elephant population in the Dalma hill range. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Sanctuary known for its elephant population in the Dalma hill range. The site dates to 1975, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1975,No,No,22.9167,86.1667,NULL,"Dalma Wildlife Sanctuary, Chaibasa, West Singhbhum, Jharkhand, India",NULL,Daily (seasonal closure varies),06:00,18:00,150,800,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to March,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.8,11247,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
36,Karnataka,No,Hampi/Vijayanagara,Hampi,Archaeological Sites,UNESCO Site,Hampi Group of Monuments,"Hampi Group of Monuments is a unesco site located in Karnataka, categorized under Archaeological Sites. UNESCO World Heritage Site, ruins of the Vijayanagara Empire capital. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO World Heritage Site, ruins of the Vijayanagara Empire capital. The site dates to 14th-16th century, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",14th-16th century,Yes,Yes,15.335,76.46,NULL,"Hampi Group of Monuments, Hampi, Hampi/Vijayanagara, Karnataka, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to February,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.6,10089,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
37,Karnataka,No,Mysuru,Mysuru,Palaces,Royal Palace,Mysore Palace,"Mysore Palace is a royal palace located in Karnataka, categorized under Palaces. Former royal residence of the Wadiyar dynasty, famed for its Indo-Saracenic architecture. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Former royal residence of the Wadiyar dynasty, famed for its Indo-Saracenic architecture. The site dates to 1912, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1912,No,Yes,12.3052,76.6552,NULL,"Mysore Palace, Mysuru, Mysuru, Karnataka, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to February,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.5,5641,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
38,Karnataka,No,Bagalkot,Pattadakal,Temples,UNESCO Site,Pattadakal Monuments,"Pattadakal Monuments is a unesco site located in Karnataka, categorized under Temples. UNESCO site with Chalukyan temples blending North and South Indian architectural styles. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","UNESCO site with Chalukyan temples blending North and South Indian architectural styles. The site dates to 7th-8th century, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",7th-8th century,Yes,Yes,15.9485,75.816,NULL,"Pattadakal Monuments, Pattadakal, Bagalkot, Karnataka, India",NULL,Daily,05:00,21:00,40,600,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to February,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.8,10165,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
39,Karnataka,No,Bengaluru Urban,Bengaluru,Botanical Gardens,Public Garden,Lalbagh Botanical Garden,"Lalbagh Botanical Garden is a public garden located in Karnataka, categorized under Botanical Gardens. Historic botanical garden founded under Hyder Ali, expanded by Tipu Sultan. It remains one of the region's most recognized heritage attractions, drawing domestic and international visitors interested in India's cultural and historical legacy. Visitors can expect a well-documented site with signage and, at major locations, on-site facilities; exact amenities vary by site and should be confirmed with local tourism authorities before visiting, as some fields in this record are marked 'unverified' pending confirmation from an authoritative source such as the ASI, state tourism department, or UNESCO listing.","Historic botanical garden founded under Hyder Ali, expanded by Tipu Sultan. The site dates to 1760, and its historical significance has been documented through archaeological study, colonial and post-independence records, and continued conservation work by relevant heritage authorities. Over time it has been maintained, and in several cases restored, to preserve its architectural and cultural integrity. The exact chronology of construction, patronage, and subsequent modification is a matter of ongoing scholarship, and readers seeking precise dates or attributions should consult primary sources such as ASI records or peer-reviewed archaeological literature, as some specific details are simplified here for general audiences.",1760,No,No,12.9507,77.5848,NULL,"Lalbagh Botanical Garden, Bengaluru, Bengaluru Urban, Karnataka, India",NULL,Tuesday-Sunday (Monday closed - verify locally),09:00,17:30,25,300,Yes (ID required),Yes (ID required),Yes,Partial - verify locally,Yes (at major sites),Available at major sites,Yes,Yes (fee may apply for video),October to February,1-3 hours,NULL - verify nearest airport locally,NULL - verify nearest railway station locally,NULL - verify nearest bus station locally,NULL - verify official website,NULL - not publicly verified,NULL - not publicly verified,4.4,4147,NULL - source from Wikimedia Commons / official tourism site (verify licensing),NULL,NULL,NULL,NULL,NULL,Active,2026-07-19 00:00:00,2026-07-19 00:00:00
